split_version,lambda_,num_features,best_value,metric
0,0.003,6,0.9265606976038288,f1_binary
1,0.003,6,0.9265606976038288,f1_binary
2,0.003,5,0.9277458510503807,f1_binary
3,0.003,8,0.9335468374699759,f1_binary
4,0.003,8,0.9335468374699759,f1_binary
