split_version,lambda_,num_features,best_value,metric
0,0.0003,2,0.8535108887494216,f1_binary
1,0.003,2,0.863497622158671,f1_binary
2,0.0003,2,0.8553154780864096,f1_binary
3,0.003,2,0.8465641777826978,f1_binary
4,0.003,1,0.8441435794707688,f1_binary
