split_version,lambda_,num_features,best_value,metric
0,0.003,6,0.8663757430191128,f1_binary
1,0.003,6,0.8663757430191128,f1_binary
2,0.003,6,0.8663757430191128,f1_binary
3,0.003,5,0.8561380190439907,f1_binary
4,0.003,5,0.8561380190439907,f1_binary
