accuracy,auc_macro,auc_micro,f1_binary,f1_macro,f1_micro,r2,num_features,threshold,test_fold_i,train_r2,lambda_,max_features,split_version
0.8823529411764706,0.9558246828143022,0.9558246828143022,0.8490566037735848,0.876335530802455,0.8823529411764706,0.4980392156862745,1,0.514286,0,0.790247,0.001,4,1
0.9264705882352942,0.9442906574394463,0.9442906574394463,0.9038461538461539,0.9221611721611721,0.9264705882352942,0.6862745098039216,2,0.5,0,0.929618,0.001,4,1
0.9191176470588235,0.9178777393310265,0.9178777393310265,0.888888888888889,0.9126525369299936,0.9191176470588235,0.6549019607843137,3,0.5,0,0.987835,0.001,4,1
0.375,0.9178777393310265,0.9178777393310265,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,4,0.0,0,1.0,0.001,4,1
0.927007299270073,0.9688470066518847,0.9688470066518847,0.9122807017543859,0.9248903508771931,0.927007299270073,0.6962305986696231,1,0.457143,1,0.7623409999999999,0.001,4,1
0.9343065693430657,0.9501108647450112,0.9501108647450112,0.923076923076923,0.932876041156296,0.9343065693430657,0.7266075388026607,2,0.5,1,0.897064,0.001,4,1
0.9343065693430657,0.9321507760532151,0.9321507760532151,0.920353982300885,0.9322266805914363,0.9343065693430657,0.7266075388026607,3,0.5,1,0.970648,0.001,4,1
0.9343065693430657,0.9341463414634146,0.9341463414634146,0.920353982300885,0.9322266805914363,0.9343065693430657,0.7266075388026607,4,0.5,1,0.994721,0.001,4,1
0.9411764705882353,0.985451238917936,0.985451238917936,0.9285714285714285,0.9392857142857143,0.9411764705882353,0.7526710616049103,1,0.457143,2,0.744526,0.001,4,1
0.9558823529411765,0.986019549897704,0.986019549897704,0.9411764705882353,0.9529411764705882,0.9558823529411765,0.8145032962036827,2,0.75,2,0.895876,0.001,4,1
0.9485294117647058,0.9605592180040919,0.9605592180040919,0.9320388349514563,0.9453093583041305,0.9485294117647058,0.7835871789042965,3,0.5,2,0.971607,0.001,4,1
0.9485294117647058,0.9605592180040919,0.9605592180040919,0.9320388349514563,0.9453093583041305,0.9485294117647058,0.7835871789042965,4,0.5,2,0.9943209999999999,0.001,4,1
0.9124087591240876,0.9590579710144927,0.9590579710144927,0.8749999999999999,0.9037921348314606,0.9124087591240876,0.6028985507246377,1,0.5,3,0.77541,0.001,4,1
0.9416058394160584,0.9721014492753624,0.9721014492753624,0.9148936170212767,0.9352245862884162,0.9416058394160584,0.7352657004830918,2,0.5,3,0.9231729999999999,0.001,4,1
0.9562043795620438,0.9647342995169083,0.9647342995169083,0.9333333333333333,0.9503623188405796,0.9562043795620438,0.8014492753623188,3,0.5,3,0.9763350000000001,0.001,4,1
0.9416058394160584,0.9653381642512078,0.9653381642512078,0.9069767441860465,0.9322117763483424,0.9416058394160584,0.7352657004830918,4,1.0,3,0.9948549999999999,0.001,4,1
0.8823529411764706,0.9572087658592849,0.9572087658592849,0.8490566037735848,0.876335530802455,0.8823529411764706,0.4980392156862745,1,0.514286,0,0.786088,0.003,4,1
0.9338235294117647,0.9433679354094578,0.9433679354094578,0.9126213592233009,0.9296834606767392,0.9338235294117647,0.7176470588235294,2,0.5,0,0.922493,0.003,4,1
0.9191176470588235,0.9371395617070357,0.9371395617070357,0.888888888888889,0.9126525369299936,0.9191176470588235,0.6549019607843137,3,0.666667,0,0.979146,0.003,4,1
0.375,0.9275663206459054,0.9275663206459054,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,4,0.0,0,1.0,0.003,4,1
0.927007299270073,0.9698447893569846,0.9698447893569846,0.9122807017543859,0.9248903508771931,0.927007299270073,0.6962305986696231,1,0.457143,1,0.759479,0.003,4,1
0.9416058394160584,0.962749445676275,0.962749445676275,0.9322033898305084,0.9404606692742286,0.9416058394160584,0.7569844789356984,2,0.5,1,0.885007,0.003,4,1
0.9197080291970803,0.944789356984479,0.944789356984479,0.9075630252100839,0.9182976416373001,0.9197080291970803,0.6658536585365854,3,0.5,1,0.965248,0.003,4,1
0.9197080291970803,0.9460088691796009,0.9460088691796009,0.9075630252100839,0.9182976416373001,0.9197080291970803,0.6658536585365854,4,0.5,1,0.987683,0.003,4,1
0.9411764705882353,0.9839736303705389,0.9839736303705389,0.9285714285714285,0.9392857142857143,0.9411764705882353,0.7526710616049103,1,0.457143,2,0.743324,0.003,4,1
0.9558823529411765,0.9838599681745852,0.9838599681745852,0.9411764705882353,0.9529411764705882,0.9558823529411765,0.8145032962036827,2,0.75,2,0.892848,0.003,4,1
0.9411764705882353,0.9506706069561264,0.9506706069561264,0.9215686274509803,0.9372549019607843,0.9411764705882353,0.7526710616049103,3,0.5,2,0.971607,0.003,4,1
0.9411764705882353,0.9506706069561264,0.9506706069561264,0.9215686274509803,0.9372549019607843,0.9411764705882353,0.7526710616049103,4,0.5,2,0.9943209999999999,0.003,4,1
0.9124087591240876,0.960024154589372,0.960024154589372,0.8749999999999999,0.9037921348314606,0.9124087591240876,0.6028985507246377,1,0.5,3,0.774038,0.003,4,1
0.948905109489051,0.9704106280193238,0.9704106280193238,0.9263157894736842,0.9436048221111437,0.948905109489051,0.7683574879227053,2,0.5,3,0.9123690000000001,0.003,4,1
0.9635036496350365,0.9758454106280194,0.9758454106280194,0.946236559139785,0.9593061248737599,0.9635036496350365,0.8345410628019324,3,0.5,3,0.981994,0.003,4,1
0.9562043795620438,0.9716183574879228,0.9716183574879228,0.9333333333333333,0.9503623188405796,0.9562043795620438,0.8014492753623188,4,1.0,3,1.0,0.003,4,1
0.8823529411764706,0.9558246828143022,0.9558246828143022,0.8490566037735848,0.876335530802455,0.8823529411764706,0.4980392156862745,1,0.514286,0,0.790359,0.0001,4,1
0.9264705882352942,0.9439446366782006,0.9439446366782006,0.9038461538461539,0.9221611721611721,0.9264705882352942,0.6862745098039216,2,0.5,0,0.9374379999999999,0.0001,4,1
0.9264705882352942,0.9279123414071511,0.9279123414071511,0.9,0.9209302325581394,0.9264705882352942,0.6862745098039216,3,0.5,0,0.987835,0.0001,4,1
0.375,0.9279123414071511,0.9279123414071511,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,4,0.0,0,1.0,0.0001,4,1
0.927007299270073,0.9688470066518847,0.9688470066518847,0.9122807017543859,0.9248903508771931,0.927007299270073,0.6962305986696231,1,0.457143,1,0.7623409999999999,0.0001,4,1
0.9343065693430657,0.9592017738359202,0.9592017738359202,0.923076923076923,0.932876041156296,0.9343065693430657,0.7266075388026607,2,0.5,1,0.897357,0.0001,4,1
0.9343065693430657,0.9405764966740576,0.9405764966740576,0.920353982300885,0.9322266805914363,0.9343065693430657,0.7266075388026607,3,0.5,1,0.970648,0.0001,4,1
0.9343065693430657,0.9419068736141908,0.9419068736141908,0.920353982300885,0.9322266805914363,0.9343065693430657,0.7266075388026607,4,0.5,1,0.994721,0.0001,4,1
0.9411764705882353,0.9840872925664924,0.9840872925664924,0.9285714285714285,0.9392857142857143,0.9411764705882353,0.7526710616049103,1,0.457143,2,0.744708,0.0001,4,1
0.9558823529411765,0.986019549897704,0.986019549897704,0.9433962264150944,0.9536258240509207,0.9558823529411765,0.8145032962036827,2,0.666667,2,0.900225,0.0001,4,1
0.9558823529411765,0.9736303705387588,0.9736303705387588,0.9433962264150944,0.9536258240509207,0.9558823529411765,0.8145032962036827,3,0.5,2,0.968917,0.0001,4,1
0.3897058823529412,0.9648783814503297,0.9648783814503297,0.5608465608465609,0.28042328042328046,0.3897058823529412,-1.566037735849056,4,0.0,2,0.989884,0.0001,4,1
0.9124087591240876,0.9589371980676329,0.9589371980676329,0.8749999999999999,0.9037921348314606,0.9124087591240876,0.6028985507246377,1,0.5,3,0.775953,0.0001,4,1
0.948905109489051,0.9735507246376812,0.9735507246376812,0.9263157894736842,0.9436048221111437,0.948905109489051,0.7683574879227053,2,0.5,3,0.922359,0.0001,4,1
0.948905109489051,0.9592995169082126,0.9592995169082126,0.9263157894736842,0.9436048221111437,0.948905109489051,0.7683574879227053,3,0.5,3,0.976778,0.0001,4,1
0.9343065693430657,0.9592995169082126,0.9592995169082126,0.9010989010989011,0.9259592866150244,0.9343065693430657,0.7021739130434783,4,1.0,3,0.994784,0.0001,4,1
0.8823529411764706,0.9558246828143022,0.9558246828143022,0.8490566037735848,0.876335530802455,0.8823529411764706,0.4980392156862745,1,0.514286,0,0.790247,0.0003,4,1
0.9264705882352942,0.9442906574394463,0.9442906574394463,0.9038461538461539,0.9221611721611721,0.9264705882352942,0.6862745098039216,2,0.5,0,0.929618,0.0003,4,1
0.9191176470588235,0.9178777393310265,0.9178777393310265,0.888888888888889,0.9126525369299936,0.9191176470588235,0.6549019607843137,3,0.5,0,0.987835,0.0003,4,1
0.375,0.9178777393310265,0.9178777393310265,0.5454545454545454,0.2727272727272727,0.375,-1.6666666666666665,4,0.0,0,1.0,0.0003,4,1
0.927007299270073,0.9688470066518847,0.9688470066518847,0.9122807017543859,0.9248903508771931,0.927007299270073,0.6962305986696231,1,0.457143,1,0.7623409999999999,0.0003,4,1
0.9416058394160584,0.9598669623059868,0.9598669623059868,0.9322033898305084,0.9404606692742286,0.9416058394160584,0.7569844789356984,2,0.5,1,0.8972889999999999,0.0003,4,1
0.9416058394160584,0.9412416851441241,0.9412416851441241,0.9298245614035089,0.9399122807017545,0.9416058394160584,0.7569844789356984,3,0.5,1,0.970648,0.0003,4,1
0.9416058394160584,0.9425720620842573,0.9425720620842573,0.9298245614035089,0.9399122807017545,0.9416058394160584,0.7569844789356984,4,0.5,1,0.994721,0.0003,4,1
0.9411764705882353,0.985451238917936,0.985451238917936,0.9285714285714285,0.9392857142857143,0.9411764705882353,0.7526710616049103,1,0.457143,2,0.744526,0.0003,4,1
0.9558823529411765,0.986019549897704,0.986019549897704,0.9411764705882353,0.9529411764705882,0.9558823529411765,0.8145032962036827,2,0.75,2,0.896051,0.0003,4,1
0.9485294117647058,0.9605592180040919,0.9605592180040919,0.9320388349514563,0.9453093583041305,0.9485294117647058,0.7835871789042965,3,0.5,2,0.971607,0.0003,4,1
0.9485294117647058,0.9605592180040919,0.9605592180040919,0.9320388349514563,0.9453093583041305,0.9485294117647058,0.7835871789042965,4,0.5,2,0.9943209999999999,0.0003,4,1
0.9124087591240876,0.9590579710144927,0.9590579710144927,0.8749999999999999,0.9037921348314606,0.9124087591240876,0.6028985507246377,1,0.5,3,0.77541,0.0003,4,1
0.9416058394160584,0.972584541062802,0.972584541062802,0.9148936170212767,0.9352245862884162,0.9416058394160584,0.7352657004830918,2,0.5,3,0.9232870000000001,0.0003,4,1
0.948905109489051,0.9657004830917875,0.9657004830917875,0.924731182795699,0.9430285748232639,0.948905109489051,0.7683574879227053,3,0.5,3,0.976849,0.0003,4,1
0.948905109489051,0.9657004830917875,0.9657004830917875,0.9230769230769231,0.9424127784783523,0.948905109489051,0.7683574879227053,4,1.0,3,0.9948549999999999,0.0003,4,1
0.8897058823529411,0.9566365837552279,0.9566365837552279,0.8818897637795277,0.8892207439587293,0.8897058823529411,0.550957517059212,1,0.482759,0,0.7839010000000001,0.001,4,2
0.9485294117647058,0.9709443099273609,0.9709443099273609,0.9411764705882353,0.9477124183006536,0.9485294117647058,0.790446841294299,2,0.5,0,0.9130379999999999,0.001,4,2
0.9338235294117647,0.9629099713845477,0.9629099713845477,0.923076923076923,0.9325062034739453,0.9338235294117647,0.7305745102355272,3,0.5,0,0.982216,0.001,4,2
0.4338235294117647,0.964340744001761,0.964340744001761,0.6051282051282051,0.30256410256410254,0.4338235294117647,-1.305084745762711,4,0.0,0,1.0,0.001,4,2
0.927007299270073,0.9711583924349882,0.9711583924349882,0.9,0.9212643678160919,0.927007299270073,0.6761229314420804,1,0.428571,1,0.77005,0.001,4,2
0.9416058394160584,0.9328605200945627,0.9328605200945627,0.9166666666666666,0.9358614232209738,0.9416058394160584,0.7408983451536644,2,0.6,1,0.903799,0.001,4,2
0.9343065693430657,0.9354609929078013,0.9354609929078013,0.9072164948453608,0.9281845186091211,0.9343065693430657,0.7085106382978723,3,0.5,1,0.961578,0.001,4,2
0.9343065693430657,0.9378250591016549,0.9378250591016549,0.9072164948453608,0.9281845186091211,0.9343065693430657,0.7085106382978723,4,0.5,1,0.9913850000000001,0.001,4,2
0.9191176470588235,0.9588542850647875,0.9588542850647875,0.897196261682243,0.9152647975077881,0.9191176470588235,0.6599227097067516,1,0.486486,2,0.7662329999999999,0.001,4,2
0.9485294117647058,0.9590816094566947,0.9590816094566947,0.9306930693069307,0.9448786983961555,0.9485294117647058,0.7835871789042965,2,0.666667,2,0.881698,0.001,4,2
0.9632352941176471,0.9555580813821323,0.9555580813821323,0.9514563106796116,0.9609352559315217,0.9632352941176471,0.8454194135030689,3,0.5,2,0.9480190000000001,0.001,4,2
0.9558823529411765,0.946237781313935,0.946237781313935,0.9411764705882353,0.9529411764705882,0.9558823529411765,0.8145032962036827,4,0.5,2,0.975975,0.001,4,2
0.9124087591240876,0.9791062801932368,0.9791062801932368,0.8775510204081634,0.9046846011131726,0.9124087591240876,0.6028985507246377,1,0.540541,3,0.760151,0.001,4,2
0.9416058394160584,0.9787439613526571,0.9787439613526571,0.9166666666666665,0.9358614232209737,0.9416058394160584,0.7352657004830918,2,0.5,3,0.923485,0.001,4,2
0.9562043795620438,0.9807971014492753,0.9807971014492753,0.9361702127659575,0.951418439716312,0.9562043795620438,0.8014492753623188,3,0.5,3,0.977706,0.001,4,2
0.9562043795620438,0.9816425120772947,0.9816425120772947,0.9333333333333333,0.9503623188405796,0.9562043795620438,0.8014492753623188,4,1.0,3,0.989711,0.001,4,2
0.8897058823529411,0.9588377723970944,0.9588377723970944,0.8818897637795277,0.8892207439587293,0.8897058823529411,0.550957517059212,1,0.482759,0,0.78125,0.003,4,2
0.9558823529411765,0.9751265683469075,0.9751265683469075,0.9482758620689654,0.9549071618037135,0.9558823529411765,0.8203830068236848,2,0.75,0,0.8995120000000001,0.003,4,2
0.9485294117647058,0.9663218137794408,0.9663218137794408,0.9411764705882353,0.9477124183006536,0.9485294117647058,0.790446841294299,3,0.5,0,0.971191,0.003,4,2
0.4338235294117647,0.9666519920757208,0.9666519920757208,0.6051282051282051,0.30256410256410254,0.4338235294117647,-1.305084745762711,4,0.0,0,1.0,0.003,4,2
0.927007299270073,0.9711583924349882,0.9711583924349882,0.9,0.9212643678160919,0.927007299270073,0.6761229314420804,1,0.428571,1,0.77005,0.003,4,2
0.9416058394160584,0.9328605200945627,0.9328605200945627,0.9166666666666666,0.9358614232209738,0.9416058394160584,0.7408983451536644,2,0.6,1,0.903799,0.003,4,2
0.9343065693430657,0.9354609929078013,0.9354609929078013,0.9072164948453608,0.9281845186091211,0.9343065693430657,0.7085106382978723,3,0.5,1,0.961578,0.003,4,2
0.9343065693430657,0.9378250591016549,0.9378250591016549,0.9072164948453608,0.9281845186091211,0.9343065693430657,0.7085106382978723,4,0.5,1,0.9913850000000001,0.003,4,2
0.9191176470588235,0.959308933848602,0.959308933848602,0.897196261682243,0.9152647975077881,0.9191176470588235,0.6599227097067516,1,0.486486,2,0.762968,0.003,4,2
0.9411764705882353,0.9595362582405091,0.9595362582405091,0.9183673469387755,0.9361951677222613,0.9411764705882353,0.7526710616049103,2,0.666667,2,0.8879379999999999,0.003,4,2
0.9485294117647058,0.9455558081382133,0.9455558081382133,0.9320388349514563,0.9453093583041305,0.9485294117647058,0.7835871789042965,3,0.5,2,0.9536100000000001,0.003,4,2
0.9485294117647058,0.9371448056376449,0.9371448056376449,0.9306930693069307,0.9448786983961555,0.9485294117647058,0.7835871789042965,4,0.5,2,0.9850610000000001,0.003,4,2
0.9124087591240876,0.981280193236715,0.981280193236715,0.8775510204081634,0.9046846011131726,0.9124087591240876,0.6028985507246377,1,0.540541,3,0.758266,0.003,4,2
0.9562043795620438,0.9772946859903382,0.9772946859903382,0.9361702127659575,0.951418439716312,0.9562043795620438,0.8014492753623188,2,0.714286,3,0.912075,0.003,4,2
0.9562043795620438,0.9828502415458937,0.9828502415458937,0.9361702127659575,0.951418439716312,0.9562043795620438,0.8014492753623188,3,0.75,3,0.9708469999999999,0.003,4,2
0.9635036496350365,0.9828502415458937,0.9828502415458937,0.9473684210526316,0.9597177300793884,0.9635036496350365,0.8345410628019324,4,0.5,3,0.986281,0.003,4,2
0.8897058823529411,0.9566365837552279,0.9566365837552279,0.8818897637795277,0.8892207439587293,0.8897058823529411,0.550957517059212,1,0.482759,0,0.784238,0.0001,4,2
0.9485294117647058,0.9711644287915475,0.9711644287915475,0.9411764705882353,0.9477124183006536,0.9485294117647058,0.790446841294299,2,0.5,0,0.9162389999999999,0.0001,4,2
