split_version,lambda_,num_features,best_value,metric
0,0.003,7,0.68640530364849,f1_macro
1,0.003,7,0.6862000114654445,f1_macro
2,0.003,7,0.6858949412859716,f1_macro
3,0.001,5,0.6876088101487918,f1_macro
4,0.001,5,0.6870445529220496,f1_macro
