split_version,lambda_,num_features,best_value,metric
0,0.0003,2,0.5848953593796145,f1_macro
1,0.003,2,0.6302455431054792,f1_macro
2,0.003,4,0.5575903614457831,f1_macro
3,0.003,2,0.5989003625165885,f1_macro
4,0.003,2,0.5787552270775662,f1_macro
