split_version,lambda_,num_features,best_value,metric
0,1e-05,1,0.5253835673077346,f1_macro
1,0.003,1,0.5113114787753777,f1_macro
2,0.003,1,0.48316063939478615,f1_macro
3,0.003,1,0.47989986575715116,f1_macro
4,0.003,1,0.5133982004151626,f1_macro
