split_version,lambda_,num_features,best_value,metric
0,0.001,5,0.5929850157965174,f1_macro
1,0.001,5,0.5929298598191781,f1_macro
2,0.001,6,0.5930023157155573,f1_macro
3,0.001,5,0.5928460537728217,f1_macro
4,0.001,6,0.5931495365219345,f1_macro
