split_version,lambda_,num_features,best_value,metric
0,0.001,6,0.9200611475505116,f1_macro
1,0.0003,5,0.9202204339843886,f1_macro
2,0.003,14,0.9194227708464556,f1_macro
3,0.003,13,0.9220549782726644,f1_macro
4,0.001,9,0.9200026314643108,f1_macro
