split_version,lambda_,num_features,best_value,metric
0,0.003,6,0.8029416201981953,f1_macro
1,0.003,6,0.8029416201981953,f1_macro
2,0.003,5,0.8080207784018556,f1_macro
3,0.003,8,0.8145357078032198,f1_macro
4,0.003,8,0.8145357078032198,f1_macro
