split_version,lambda_,num_features,best_value,metric
0,0.003,5,-0.5250805476841168,mae
1,0.003,6,-0.4606103972232125,mae
2,0.0003,5,-0.5886705467091153,mae
3,0.001,1,-0.5525512775977648,mae
4,0.0001,4,-0.4688291900144199,mae
