split_version,lambda_,num_features,best_value,metric
0,0.0003,2,-0.09903619927950069,mae
1,0.0003,2,-0.09895693560121738,mae
2,0.0003,2,-0.09937196439531276,mae
3,0.0003,2,-0.0989371648260085,mae
4,0.0003,2,-0.09912053778206192,mae
