split_version,lambda_,num_features,best_value,metric
0,0.001,13,-0.6003477073090411,mae
1,0.003,2,-0.7585754333451193,mae
2,0.0003,13,-0.9231459510762542,mae
3,0.003,1,-1.0247606065724406,mae
4,0.001,12,-0.7648405613533935,mae
