split_version,lambda_,num_features,best_value,metric
0,0.003,1,-0.7272353763862358,mae
1,0.003,1,-0.7198586201249397,mae
2,0.003,1,-0.7267345351010972,mae
3,0.001,1,-0.8386964054724125,mae
4,0.001,1,-0.8159011487677024,mae
