split_version,lambda_,num_features,best_value,metric
0,1e-05,2,-1.0862499594009738,mae
1,2.9999999999999997e-05,1,-1.1752511659608815,mae
2,0.003,4,-0.9979231838481872,mae
3,0.0003,3,-1.136428480747625,mae
4,0.003,4,-0.9069197179279984,mae
